year1,Homicidios_mujeres,,year2,Feminicidios,,year3,Otros_tipos,,year,estado,feminicidios,,,year4,index_state,feminicidios
,,,,,,,,,,,,,2002.xlsx,2002,11,37
,,,,,,,,,,,,,2002.xlsx,2002,12,56
,,,,,,,,,,,,,2002.xlsx,2002,13,7
,,,,,,,,,,,,,2002.xlsx,2002,14,67
,,,,,,,,,,,,,2002.xlsx,2002,15,307
,,,,,,,,,,,,,2002.xlsx,2002,16,65
,,,,,,,,,,,,,2002.xlsx,2002,17,12
,,,,,,,,,,,,,2002.xlsx,2002,18,16
,,,,,,,,,,,,,2002.xlsx,2002,19,18
,,,,,,,,,,,,,2002.xlsx,2002,20,64
,,,,,,,,,,,,,2002.xlsx,2002,21,62
,,,,,,,,,,,,,2002.xlsx,2002,22,10
,,,,,,,,,,,,,2002.xlsx,2002,23,15
,,,,,,,,,,,,,2002.xlsx,2002,24,16
,,,,,,,,,,,,,2002.xlsx,2002,25,29
,,,,,,,,,,,,,2002.xlsx,2002,26,32
,,,,,,,,,,,,,2002.xlsx,2002,27,12
,,,,,,,,,,,,,2002.xlsx,2002,28,17
,,,,,,,,,,,,,2002.xlsx,2002,29,13
,,,,,,,,,,,,,2002.xlsx,2002,30,53
,,,,,,,,,,,,,2002.xlsx,2002,31,4
,,,,,,,,,,,,,2002.xlsx,2002,32,15
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2003.xlsx,2003,1,6
,,,,,,,,,,,,,2003.xlsx,2003,2,47
,,,,,,,,,,,,,2003.xlsx,2003,3,5
,,,,,,,,,,,,,2003.xlsx,2003,4,9
,,,,,,,,,,,,,2003.xlsx,2003,5,23
,,,,,,,,,,,,,2003.xlsx,2003,6,7
,,,,,,,,,,,,,2003.xlsx,2003,7,67
,,,,,,,,,,,,,2003.xlsx,2003,8,66
,,,,,,,,,,,,,2003.xlsx,2003,9,137
,,,,,,,,,,,,,2003.xlsx,2003,10,20
,,,,,,,,,,,,,2003.xlsx,2003,11,31
,,,,,,,,,,,,,2003.xlsx,2003,12,68
,,,,,,,,,,,,,2003.xlsx,2003,13,7
,,,,,,,,,,,,,2003.xlsx,2003,14,54
,,,,,,,,,,,,,2003.xlsx,2003,15,316
,,,,,,,,,,,,,2003.xlsx,2003,16,60
,,,,,,,,,,,,,2003.xlsx,2003,17,12
,,,,,,,,,,,,,2003.xlsx,2003,18,8
,,,,,,,,,,,,,2003.xlsx,2003,19,24
,,,,,,,,,,,,,2003.xlsx,2003,20,69
,,,,,,,,,,,,,2003.xlsx,2003,21,51
,,,,,,,,,,,,,2003.xlsx,2003,22,9
,,,,,,,,,,,,,2003.xlsx,2003,23,24
,,,,,,,,,,,,,2003.xlsx,2003,24,15
,,,,,,,,,,,,,2003.xlsx,2003,25,26
,,,,,,,,,,,,,2003.xlsx,2003,26,22
,,,,,,,,,,,,,2003.xlsx,2003,27,18
,,,,,,,,,,,,,2003.xlsx,2003,28,32
,,,,,,,,,,,,,2003.xlsx,2003,29,10
,,,,,,,,,,,,,2003.xlsx,2003,30,50
,,,,,,,,,,,,,2003.xlsx,2003,31,11
,,,,,,,,,,,,,2003.xlsx,2003,32,11
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2004.xlsx,2004,1,5
,,,,,,,,,,,,,2004.xlsx,2004,2,41
,,,,,,,,,,,,,2004.xlsx,2004,3,4
,,,,,,,,,,,,,2004.xlsx,2004,4,4
,,,,,,,,,,,,,2004.xlsx,2004,5,27
,,,,,,,,,,,,,2004.xlsx,2004,6,6
,,,,,,,,,,,,,2004.xlsx,2004,7,24
,,,,,,,,,,,,,2004.xlsx,2004,8,48
,,,,,,,,,,,,,2004.xlsx,2004,9,135
,,,,,,,,,,,,,2004.xlsx,2004,10,18
,,,,,,,,,,,,,2004.xlsx,2004,11,22
,,,,,,,,,,,,,2004.xlsx,2004,12,58
,,,,,,,,,,,,,2004.xlsx,2004,13,8
,,,,,,,,,,,,,2004.xlsx,2004,14,53
,,,,,,,,,,,,,2004.xlsx,2004,15,287
,,,,,,,,,,,,,2004.xlsx,2004,16,56
,,,,,,,,,,,,,2004.xlsx,2004,17,15
,,,,,,,,,,,,,2004.xlsx,2004,18,20
,,,,,,,,,,,,,2004.xlsx,2004,19,26
,,,,,,,,,,,,,2004.xlsx,2004,20,85
,,,,,,,,,,,,,2004.xlsx,2004,21,55
,,,,,,,,,,,,,2004.xlsx,2004,22,12
,,,,,,,,,,,,,2004.xlsx,2004,23,23
,,,,,,,,,,,,,2004.xlsx,2004,24,12
,,,,,,,,,,,,,2004.xlsx,2004,25,22
,,,,,,,,,,,,,2004.xlsx,2004,26,24
,,,,,,,,,,,,,2004.xlsx,2004,27,16
,,,,,,,,,,,,,2004.xlsx,2004,28,30
,,,,,,,,,,,,,2004.xlsx,2004,29,13
,,,,,,,,,,,,,2004.xlsx,2004,30,43
,,,,,,,,,,,,,2004.xlsx,2004,31,5
,,,,,,,,,,,,,2004.xlsx,2004,32,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2005.xlsx,2005,1,7
,,,,,,,,,,,,,2005.xlsx,2005,2,38
,,,,,,,,,,,,,2005.xlsx,2005,3,4
,,,,,,,,,,,,,2005.xlsx,2005,4,3
,,,,,,,,,,,,,2005.xlsx,2005,5,25
,,,,,,,,,,,,,2005.xlsx,2005,6,10
,,,,,,,,,,,,,2005.xlsx,2005,7,30
,,,,,,,,,,,,,2005.xlsx,2005,8,59
,,,,,,,,,,,,,2005.xlsx,2005,9,128
,,,,,,,,,,,,,2005.xlsx,2005,10,18
,,,,,,,,,,,,,2005.xlsx,2005,11,36
,,,,,,,,,,,,,2005.xlsx,2005,12,57
,,,,,,,,,,,,,2005.xlsx,2005,13,8
,,,,,,,,,,,,,2005.xlsx,2005,14,38
,,,,,,,,,,,,,2005.xlsx,2005,15,382
,,,,,,,,,,,,,2005.xlsx,2005,16,54
,,,,,,,,,,,,,2005.xlsx,2005,17,19
,,,,,,,,,,,,,2005.xlsx,2005,18,11
,,,,,,,,,,,,,2005.xlsx,2005,19,20
,,,,,,,,,,,,,2005.xlsx,2005,20,72
,,,,,,,,,,,,,2005.xlsx,2005,21,58
,,,,,,,,,,,,,2005.xlsx,2005,22,10
,,,,,,,,,,,,,2005.xlsx,2005,23,16
,,,,,,,,,,,,,2005.xlsx,2005,24,9
,,,,,,,,,,,,,2005.xlsx,2005,25,24
,,,,,,,,,,,,,2005.xlsx,2005,26,28
,,,,,,,,,,,,,2005.xlsx,2005,27,9
,,,,,,,,,,,,,2005.xlsx,2005,28,43
,,,,,,,,,,,,,2005.xlsx,2005,29,12
,,,,,,,,,,,,,2005.xlsx,2005,30,47
,,,,,,,,,,,,,2005.xlsx,2005,31,5
,,,,,,,,,,,,,2005.xlsx,2005,32,16
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2006.xlsx,2006,1,7
,,,,,,,,,,,,,2006.xlsx,2006,2,38
,,,,,,,,,,,,,2006.xlsx,2006,3,4
,,,,,,,,,,,,,2006.xlsx,2006,4,4
,,,,,,,,,,,,,2006.xlsx,2006,5,16
,,,,,,,,,,,,,2006.xlsx,2006,6,4
,,,,,,,,,,,,,2006.xlsx,2006,7,81
,,,,,,,,,,,,,2006.xlsx,2006,8,62
,,,,,,,,,,,,,2006.xlsx,2006,9,108
,,,,,,,,,,,,,2006.xlsx,2006,10,12
,,,,,,,,,,,,,2006.xlsx,2006,11,25
,,,,,,,,,,,,,2006.xlsx,2006,12,92
,,,,,,,,,,,,,2006.xlsx,2006,13,11
,,,,,,,,,,,,,2006.xlsx,2006,14,66
,,,,,,,,,,,,,2006.xlsx,2006,15,280
,,,,,,,,,,,,,2006.xlsx,2006,16,80
,,,,,,,,,,,,,2006.xlsx,2006,17,19
,,,,,,,,,,,,,2006.xlsx,2006,18,15
,,,,,,,,,,,,,2006.xlsx,2006,19,22
,,,,,,,,,,,,,2006.xlsx,2006,20,58
,,,,,,,,,,,,,2006.xlsx,2006,21,55
,,,,,,,,,,,,,2006.xlsx,2006,22,11
,,,,,,,,,,,,,2006.xlsx,2006,23,12
,,,,,,,,,,,,,2006.xlsx,2006,24,17
,,,,,,,,,,,,,2006.xlsx,2006,25,24
,,,,,,,,,,,,,2006.xlsx,2006,26,27
,,,,,,,,,,,,,2006.xlsx,2006,27,17
,,,,,,,,,,,,,2006.xlsx,2006,28,54
,,,,,,,,,,,,,2006.xlsx,2006,29,10
,,,,,,,,,,,,,2006.xlsx,2006,30,46
,,,,,,,,,,,,,2006.xlsx,2006,31,8
,,,,,,,,,,,,,2006.xlsx,2006,32,13
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2007.xlsx,2007,1,7
,,,,,,,,,,,,,2007.xlsx,2007,2,26
,,,,,,,,,,,,,2007.xlsx,2007,3,8
,,,,,,,,,,,,,2007.xlsx,2007,4,7
,,,,,,,,,,,,,2007.xlsx,2007,5,13
,,,,,,,,,,,,,2007.xlsx,2007,6,6
,,,,,,,,,,,,,2007.xlsx,2007,7,13
,,,,,,,,,,,,,2007.xlsx,2007,8,53
,,,,,,,,,,,,,2007.xlsx,2007,9,122
,,,,,,,,,,,,,2007.xlsx,2007,10,10
,,,,,,,,,,,,,2007.xlsx,2007,11,31
,,,,,,,,,,,,,2007.xlsx,2007,12,81
,,,,,,,,,,,,,2007.xlsx,2007,13,12
,,,,,,,,,,,,,2007.xlsx,2007,14,55
,,,,,,,,,,,,,2007.xlsx,2007,15,188
,,,,,,,,,,,,,2007.xlsx,2007,16,50
,,,,,,,,,,,,,2007.xlsx,2007,17,17
,,,,,,,,,,,,,2007.xlsx,2007,18,11
,,,,,,,,,,,,,2007.xlsx,2007,19,23
,,,,,,,,,,,,,2007.xlsx,2007,20,71
,,,,,,,,,,,,,2007.xlsx,2007,21,44
,,,,,,,,,,,,,2007.xlsx,2007,22,8
,,,,,,,,,,,,,2007.xlsx,2007,23,20
,,,,,,,,,,,,,2007.xlsx,2007,24,24
,,,,,,,,,,,,,2007.xlsx,2007,25,29
,,,,,,,,,,,,,2007.xlsx,2007,26,27
,,,,,,,,,,,,,2007.xlsx,2007,27,19
,,,,,,,,,,,,,2007.xlsx,2007,28,26
,,,,,,,,,,,,,2007.xlsx,2007,29,12
,,,,,,,,,,,,,2007.xlsx,2007,30,46
,,,,,,,,,,,,,2007.xlsx,2007,31,13
,,,,,,,,,,,,,2007.xlsx,2007,32,11
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2008.xlsx,2008,1,6
,,,,,,,,,,,,,2008.xlsx,2008,2,79
,,,,,,,,,,,,,2008.xlsx,2008,3,2
,,,,,,,,,,,,,2008.xlsx,2008,4,5
,,,,,,,,,,,,,2008.xlsx,2008,5,26
,,,,,,,,,,,,,2008.xlsx,2008,6,7
,,,,,,,,,,,,,2008.xlsx,2008,7,33
,,,,,,,,,,,,,2008.xlsx,2008,8,180
,,,,,,,,,,,,,2008.xlsx,2008,9,135
,,,,,,,,,,,,,2008.xlsx,2008,10,26
,,,,,,,,,,,,,2008.xlsx,2008,11,37
,,,,,,,,,,,,,2008.xlsx,2008,12,79
,,,,,,,,,,,,,2008.xlsx,2008,13,14
,,,,,,,,,,,,,2008.xlsx,2008,14,56
,,,,,,,,,,,,,2008.xlsx,2008,15,224
,,,,,,,,,,,,,2008.xlsx,2008,16,70
,,,,,,,,,,,,,2008.xlsx,2008,17,24
,,,,,,,,,,,,,2008.xlsx,2008,18,17
,,,,,,,,,,,,,2008.xlsx,2008,19,22
,,,,,,,,,,,,,2008.xlsx,2008,20,68
,,,,,,,,,,,,,2008.xlsx,2008,21,46
,,,,,,,,,,,,,2008.xlsx,2008,22,12
,,,,,,,,,,,,,2008.xlsx,2008,23,20
,,,,,,,,,,,,,2008.xlsx,2008,24,22
,,,,,,,,,,,,,2008.xlsx,2008,25,30
,,,,,,,,,,,,,2008.xlsx,2008,26,37
,,,,,,,,,,,,,2008.xlsx,2008,27,24
,,,,,,,,,,,,,2008.xlsx,2008,28,41
,,,,,,,,,,,,,2008.xlsx,2008,29,13
,,,,,,,,,,,,,2008.xlsx,2008,30,55
,,,,,,,,,,,,,2008.xlsx,2008,31,7
,,,,,,,,,,,,,2008.xlsx,2008,32,8
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2009.xlsx,2009,1,11
,,,,,,,,,,,,,2009.xlsx,2009,2,153
,,,,,,,,,,,,,2009.xlsx,2009,3,6
,,,,,,,,,,,,,2009.xlsx,2009,4,9
,,,,,,,,,,,,,2009.xlsx,2009,5,21
,,,,,,,,,,,,,2009.xlsx,2009,6,10
,,,,,,,,,,,,,2009.xlsx,2009,7,65
,,,,,,,,,,,,,2009.xlsx,2009,8,218
,,,,,,,,,,,,,2009.xlsx,2009,9,104
,,,,,,,,,,,,,2009.xlsx,2009,10,56
,,,,,,,,,,,,,2009.xlsx,2009,11,46
,,,,,,,,,,,,,2009.xlsx,2009,12,164
,,,,,,,,,,,,,2009.xlsx,2009,13,19
,,,,,,,,,,,,,2009.xlsx,2009,14,61
,,,,,,,,,,,,,2009.xlsx,2009,15,273
,,,,,,,,,,,,,2009.xlsx,2009,16,78
,,,,,,,,,,,,,2009.xlsx,2009,17,23
,,,,,,,,,,,,,2009.xlsx,2009,18,18
,,,,,,,,,,,,,2009.xlsx,2009,19,51
,,,,,,,,,,,,,2009.xlsx,2009,20,71
,,,,,,,,,,,,,2009.xlsx,2009,21,51
,,,,,,,,,,,,,2009.xlsx,2009,22,12
,,,,,,,,,,,,,2009.xlsx,2009,23,12
,,,,,,,,,,,,,2009.xlsx,2009,24,29
,,,,,,,,,,,,,2009.xlsx,2009,25,79
,,,,,,,,,,,,,2009.xlsx,2009,26,63
,,,,,,,,,,,,,2009.xlsx,2009,27,27
,,,,,,,,,,,,,2009.xlsx,2009,28,72
,,,,,,,,,,,,,2009.xlsx,2009,29,9
,,,,,,,,,,,,,2009.xlsx,2009,30,104
,,,,,,,,,,,,,2009.xlsx,2009,31,3
,,,,,,,,,,,,,2009.xlsx,2009,32,7
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2010.xlsx,2010,1,10
,,,,,,,,,,,,,2010.xlsx,2010,2,117
,,,,,,,,,,,,,2010.xlsx,2010,3,10
,,,,,,,,,,,,,2010.xlsx,2010,4,9
,,,,,,,,,,,,,2010.xlsx,2010,5,61
,,,,,,,,,,,,,2010.xlsx,2010,6,5
,,,,,,,,,,,,,2010.xlsx,2010,7,22
,,,,,,,,,,,,,2010.xlsx,2010,8,584
,,,,,,,,,,,,,2010.xlsx,2010,9,145
,,,,,,,,,,,,,2010.xlsx,2010,10,93
,,,,,,,,,,,,,2010.xlsx,2010,11,48
,,,,,,,,,,,,,2010.xlsx,2010,12,121
,,,,,,,,,,,,,2010.xlsx,2010,13,22
,,,,,,,,,,,,,2010.xlsx,2010,14,78
,,,,,,,,,,,,,2010.xlsx,2010,15,277
,,,,,,,,,,,,,2010.xlsx,2010,16,64
,,,,,,,,,,,,,2010.xlsx,2010,17,41
,,,,,,,,,,,,,2010.xlsx,2010,18,49
,,,,,,,,,,,,,2010.xlsx,2010,19,84
,,,,,,,,,,,,,2010.xlsx,2010,20,86
,,,,,,,,,,,,,2010.xlsx,2010,21,54
,,,,,,,,,,,,,2010.xlsx,2010,22,6
,,,,,,,,,,,,,2010.xlsx,2010,23,30
,,,,,,,,,,,,,2010.xlsx,2010,24,37
,,,,,,,,,,,,,2010.xlsx,2010,25,111
,,,,,,,,,,,,,2010.xlsx,2010,26,50
,,,,,,,,,,,,,2010.xlsx,2010,27,22
,,,,,,,,,,,,,2010.xlsx,2010,28,96
,,,,,,,,,,,,,2010.xlsx,2010,29,7
,,,,,,,,,,,,,2010.xlsx,2010,30,60
,,,,,,,,,,,,,2010.xlsx,2010,31,3
,,,,,,,,,,,,,2010.xlsx,2010,32,16
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2011.xlsx,2011,1,15
,,,,,,,,,,,,,2011.xlsx,2011,2,97
,,,,,,,,,,,,,2011.xlsx,2011,3,9
,,,,,,,,,,,,,2011.xlsx,2011,4,9
,,,,,,,,,,,,,2011.xlsx,2011,5,59
,,,,,,,,,,,,,2011.xlsx,2011,6,17
,,,,,,,,,,,,,2011.xlsx,2011,7,26
,,,,,,,,,,,,,2011.xlsx,2011,8,408
,,,,,,,,,,,,,2011.xlsx,2011,9,140
,,,,,,,,,,,,,2011.xlsx,2011,10,59
,,,,,,,,,,,,,2011.xlsx,2011,11,65
,,,,,,,,,,,,,2011.xlsx,2011,12,186
,,,,,,,,,,,,,2011.xlsx,2011,13,29
,,,,,,,,,,,,,2011.xlsx,2011,14,109
,,,,,,,,,,,,,2011.xlsx,2011,15,356
,,,,,,,,,,,,,2011.xlsx,2011,16,81
,,,,,,,,,,,,,2011.xlsx,2011,17,44
,,,,,,,,,,,,,2011.xlsx,2011,18,55
,,,,,,,,,,,,,2011.xlsx,2011,19,229
,,,,,,,,,,,,,2011.xlsx,2011,20,79
,,,,,,,,,,,,,2011.xlsx,2011,21,68
,,,,,,,,,,,,,2011.xlsx,2011,22,18
,,,,,,,,,,,,,2011.xlsx,2011,23,22
,,,,,,,,,,,,,2011.xlsx,2011,24,50
,,,,,,,,,,,,,2011.xlsx,2011,25,115
,,,,,,,,,,,,,2011.xlsx,2011,26,53
,,,,,,,,,,,,,2011.xlsx,2011,27,23
,,,,,,,,,,,,,2011.xlsx,2011,28,79
,,,,,,,,,,,,,2011.xlsx,2011,29,16
,,,,,,,,,,,,,2011.xlsx,2011,30,151
,,,,,,,,,,,,,2011.xlsx,2011,31,7
,,,,,,,,,,,,,2011.xlsx,2011,32,19
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2012.xlsx,2012,1,12
,,,,,,,,,,,,,2012.xlsx,2012,2,77
,,,,,,,,,,,,,2012.xlsx,2012,3,4
,,,,,,,,,,,,,2012.xlsx,2012,4,15
,,,,,,,,,,,,,2012.xlsx,2012,5,133
,,,,,,,,,,,,,2012.xlsx,2012,6,25
,,,,,,,,,,,,,2012.xlsx,2012,7,57
,,,,,,,,,,,,,2012.xlsx,2012,8,269
,,,,,,,,,,,,,2012.xlsx,2012,9,122
,,,,,,,,,,,,,2012.xlsx,2012,10,74
,,,,,,,,,,,,,2012.xlsx,2012,11,68
,,,,,,,,,,,,,2012.xlsx,2012,12,237
,,,,,,,,,,,,,2012.xlsx,2012,13,33
,,,,,,,,,,,,,2012.xlsx,2012,14,145
,,,,,,,,,,,,,2012.xlsx,2012,15,388
,,,,,,,,,,,,,2012.xlsx,2012,16,88
,,,,,,,,,,,,,2012.xlsx,2012,17,63
,,,,,,,,,,,,,2012.xlsx,2012,18,19
,,,,,,,,,,,,,2012.xlsx,2012,19,168
,,,,,,,,,,,,,2012.xlsx,2012,20,90
,,,,,,,,,,,,,2012.xlsx,2012,21,56
,,,,,,,,,,,,,2012.xlsx,2012,22,17
,,,,,,,,,,,,,2012.xlsx,2012,23,29
,,,,,,,,,,,,,2012.xlsx,2012,24,56
,,,,,,,,,,,,,2012.xlsx,2012,25,71
,,,,,,,,,,,,,2012.xlsx,2012,26,42
,,,,,,,,,,,,,2012.xlsx,2012,27,20
,,,,,,,,,,,,,2012.xlsx,2012,28,171
,,,,,,,,,,,,,2012.xlsx,2012,29,14
,,,,,,,,,,,,,2012.xlsx,2012,30,142
,,,,,,,,,,,,,2012.xlsx,2012,31,8
,,,,,,,,,,,,,2012.xlsx,2012,32,51
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2013.xlsx,2013,1,9
,,,,,,,,,,,,,2013.xlsx,2013,2,77
,,,,,,,,,,,,,2013.xlsx,2013,3,12
,,,,,,,,,,,,,2013.xlsx,2013,4,12
,,,,,,,,,,,,,2013.xlsx,2013,5,103
,,,,,,,,,,,,,2013.xlsx,2013,6,18
,,,,,,,,,,,,,2013.xlsx,2013,7,86
,,,,,,,,,,,,,2013.xlsx,2013,8,186
,,,,,,,,,,,,,2013.xlsx,2013,9,145
,,,,,,,,,,,,,2013.xlsx,2013,10,51
,,,,,,,,,,,,,2013.xlsx,2013,11,77
,,,,,,,,,,,,,2013.xlsx,2013,12,232
,,,,,,,,,,,,,2013.xlsx,2013,13,30
,,,,,,,,,,,,,2013.xlsx,2013,14,130
,,,,,,,,,,,,,2013.xlsx,2013,15,469
,,,,,,,,,,,,,2013.xlsx,2013,16,89
,,,,,,,,,,,,,2013.xlsx,2013,17,61
,,,,,,,,,,,,,2013.xlsx,2013,18,20
,,,,,,,,,,,,,2013.xlsx,2013,19,120
,,,,,,,,,,,,,2013.xlsx,2013,20,103
,,,,,,,,,,,,,2013.xlsx,2013,21,107
,,,,,,,,,,,,,2013.xlsx,2013,22,23
,,,,,,,,,,,,,2013.xlsx,2013,23,29
,,,,,,,,,,,,,2013.xlsx,2013,24,34
,,,,,,,,,,,,,2013.xlsx,2013,25,62
,,,,,,,,,,,,,2013.xlsx,2013,26,56
,,,,,,,,,,,,,2013.xlsx,2013,27,30
,,,,,,,,,,,,,2013.xlsx,2013,28,97
,,,,,,,,,,,,,2013.xlsx,2013,29,16
,,,,,,,,,,,,,2013.xlsx,2013,30,95
,,,,,,,,,,,,,2013.xlsx,2013,31,13
,,,,,,,,,,,,,2013.xlsx,2013,32,56
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2014.xlsx,2014,1,4
,,,,,,,,,,,,,2014.xlsx,2014,2,77
,,,,,,,,,,,,,2014.xlsx,2014,3,11
,,,,,,,,,,,,,2014.xlsx,2014,4,15
,,,,,,,,,,,,,2014.xlsx,2014,5,63
,,,,,,,,,,,,,2014.xlsx,2014,6,19
,,,,,,,,,,,,,2014.xlsx,2014,7,65
,,,,,,,,,,,,,2014.xlsx,2014,8,172
,,,,,,,,,,,,,2014.xlsx,2014,9,147
,,,,,,,,,,,,,2014.xlsx,2014,10,29
,,,,,,,,,,,,,2014.xlsx,2014,11,69
,,,,,,,,,,,,,2014.xlsx,2014,12,190
,,,,,,,,,,,,,2014.xlsx,2014,13,43
,,,,,,,,,,,,,2014.xlsx,2014,14,110
,,,,,,,,,,,,,2014.xlsx,2014,15,365
,,,,,,,,,,,,,2014.xlsx,2014,16,90
,,,,,,,,,,,,,2014.xlsx,2014,17,55
,,,,,,,,,,,,,2014.xlsx,2014,18,24
,,,,,,,,,,,,,2014.xlsx,2014,19,79
,,,,,,,,,,,,,2014.xlsx,2014,20,136
,,,,,,,,,,,,,2014.xlsx,2014,21,91
,,,,,,,,,,,,,2014.xlsx,2014,22,19
,,,,,,,,,,,,,2014.xlsx,2014,23,22
,,,,,,,,,,,,,2014.xlsx,2014,24,43
,,,,,,,,,,,,,2014.xlsx,2014,25,93
,,,,,,,,,,,,,2014.xlsx,2014,26,55
,,,,,,,,,,,,,2014.xlsx,2014,27,27
,,,,,,,,,,,,,2014.xlsx,2014,28,141
,,,,,,,,,,,,,2014.xlsx,2014,29,25
,,,,,,,,,,,,,2014.xlsx,2014,30,95
,,,,,,,,,,,,,2014.xlsx,2014,31,8
,,,,,,,,,,,,,2014.xlsx,2014,32,26
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2015.xlsx,2015,1,7
,,,,,,,,,,,,,2015.xlsx,2015,2,109
,,,,,,,,,,,,,2015.xlsx,2015,3,22
,,,,,,,,,,,,,2015.xlsx,2015,4,9
,,,,,,,,,,,,,2015.xlsx,2015,5,62
,,,,,,,,,,,,,2015.xlsx,2015,6,26
,,,,,,,,,,,,,2015.xlsx,2015,7,67
,,,,,,,,,,,,,2015.xlsx,2015,8,142
,,,,,,,,,,,,,2015.xlsx,2015,9,136
,,,,,,,,,,,,,2015.xlsx,2015,10,8
,,,,,,,,,,,,,2015.xlsx,2015,11,107
,,,,,,,,,,,,,2015.xlsx,2015,12,220
,,,,,,,,,,,,,2015.xlsx,2015,13,52
,,,,,,,,,,,,,2015.xlsx,2015,14,147
,,,,,,,,,,,,,2015.xlsx,2015,15,406
,,,,,,,,,,,,,2015.xlsx,2015,16,88
,,,,,,,,,,,,,2015.xlsx,2015,17,49
,,,,,,,,,,,,,2015.xlsx,2015,18,11
,,,,,,,,,,,,,2015.xlsx,2015,19,58
,,,,,,,,,,,,,2015.xlsx,2015,20,96
,,,,,,,,,,,,,2015.xlsx,2015,21,94
,,,,,,,,,,,,,2015.xlsx,2015,22,20
,,,,,,,,,,,,,2015.xlsx,2015,23,21
,,,,,,,,,,,,,2015.xlsx,2015,24,38
,,,,,,,,,,,,,2015.xlsx,2015,25,53
,,,,,,,,,,,,,2015.xlsx,2015,26,65
,,,,,,,,,,,,,2015.xlsx,2015,27,33
,,,,,,,,,,,,,2015.xlsx,2015,28,79
,,,,,,,,,,,,,2015.xlsx,2015,29,12
,,,,,,,,,,,,,2015.xlsx,2015,30,113
,,,,,,,,,,,,,2015.xlsx,2015,31,9
,,,,,,,,,,,,,2015.xlsx,2015,32,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2016.xlsx,2016,1,4
,,,,,,,,,,,,,2016.xlsx,2016,2,130
,,,,,,,,,,,,,2016.xlsx,2016,3,14
,,,,,,,,,,,,,2016.xlsx,2016,4,10
,,,,,,,,,,,,,2016.xlsx,2016,5,42
,,,,,,,,,,,,,2016.xlsx,2016,6,63
,,,,,,,,,,,,,2016.xlsx,2016,7,80
,,,,,,,,,,,,,2016.xlsx,2016,8,170
,,,,,,,,,,,,,2016.xlsx,2016,9,146
,,,,,,,,,,,,,2016.xlsx,2016,10,12
,,,,,,,,,,,,,2016.xlsx,2016,11,124
,,,,,,,,,,,,,2016.xlsx,2016,12,248
,,,,,,,,,,,,,2016.xlsx,2016,13,43
,,,,,,,,,,,,,2016.xlsx,2016,14,131
,,,,,,,,,,,,,2016.xlsx,2016,15,421
,,,,,,,,,,,,,2016.xlsx,2016,16,133
,,,,,,,,,,,,,2016.xlsx,2016,17,87
,,,,,,,,,,,,,2016.xlsx,2016,18,26
,,,,,,,,,,,,,2016.xlsx,2016,19,82
,,,,,,,,,,,,,2016.xlsx,2016,20,108
,,,,,,,,,,,,,2016.xlsx,2016,21,96
,,,,,,,,,,,,,2016.xlsx,2016,22,19
,,,,,,,,,,,,,2016.xlsx,2016,23,29
,,,,,,,,,,,,,2016.xlsx,2016,24,34
,,,,,,,,,,,,,2016.xlsx,2016,25,85
,,,,,,,,,,,,,2016.xlsx,2016,26,52
,,,,,,,,,,,,,2016.xlsx,2016,27,48
,,,,,,,,,,,,,2016.xlsx,2016,28,133
,,,,,,,,,,,,,2016.xlsx,2016,29,12
,,,,,,,,,,,,,2016.xlsx,2016,30,142
,,,,,,,,,,,,,2016.xlsx,2016,31,9
,,,,,,,,,,,,,2016.xlsx,2016,32,80
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017.xlsx,2017,1,8
,,,,,,,,,,,,,2017.xlsx,2017,2,205
,,,,,,,,,,,,,2017.xlsx,2017,3,76
,,,,,,,,,,,,,2017.xlsx,2017,4,6
,,,,,,,,,,,,,2017.xlsx,2017,5,37
,,,,,,,,,,,,,2017.xlsx,2017,6,74
,,,,,,,,,,,,,2017.xlsx,2017,7,66
,,,,,,,,,,,,,2017.xlsx,2017,8,244
,,,,,,,,,,,,,2017.xlsx,2017,9,142
,,,,,,,,,,,,,2017.xlsx,2017,10,28
,,,,,,,,,,,,,2017.xlsx,2017,11,215
,,,,,,,,,,,,,2017.xlsx,2017,12,212
,,,,,,,,,,,,,2017.xlsx,2017,13,53
,,,,,,,,,,,,,2017.xlsx,2017,14,141
,,,,,,,,,,,,,2017.xlsx,2017,15,471
,,,,,,,,,,,,,2017.xlsx,2017,16,144
,,,,,,,,,,,,,2017.xlsx,2017,17,79
,,,,,,,,,,,,,2017.xlsx,2017,18,59
