DATE,HOMICIDIOS_MUJERES
1-1-2002,1
1-1-2006,7
1-1-2006,5
1-1-2022,4
1-10-2006,4
1-11-2006,3
1-12-2006,1
1-13-2006,3
1-14-2006,5
1-15-2006,3
1-16-2006,3
1-17-2006,4
1-18-2006,2
1-19-2006,5
1-2-2006,8
1-20-2006,6
1-21-2006,4
1-22-2006,7
1-23-2006,4
1-24-2006,7
1-25-2006,1
1-26-2006,2
1-27-2006,6
1-28-2006,3
1-29-2006,9
1-3-2006,2
1-30-2006,4
1-31-2006,4
1-4-2006,4
1-5-2006,2
1-6-2006,5
1-7-2006,4
1-8-2006,1
1-9-2006,2
10-1-2006,3
10-1-2006,1
10-10-2006,6
10-11-2006,5
10-12-2006,4
10-13-2006,3
10-14-2006,1
10-15-2006,2
10-16-2006,2
10-17-2006,6
10-18-2006,5
10-19-2006,1
10-2-2006,6
10-20-2006,2
10-22-2006,4
10-23-2006,5
10-24-2006,1
10-25-2006,5
10-26-2006,2
10-27-2006,2
10-28-2006,3
10-29-2006,3
10-3-1997,1
10-3-2006,1
10-30-2006,2
10-31-2006,2
10-4-2006,5
10-6-2006,3
10-7-2006,2
10-8-2006,3
10-9-2006,5
11-1-2006,4
11-1-2006,1
11-10-2006,7
11-11-2006,4
11-13-2006,2
11-14-2006,2
11-15-2006,2
11-16-2006,1
11-17-2006,1
11-18-2006,1
11-19-2006,3
11-2-2006,6
11-20-2006,5
11-21-2006,2
11-22-2006,2
11-23-2006,2
11-24-2006,4
11-25-2006,5
11-27-2006,6
11-28-2006,4
11-29-2006,3
11-3-2006,5
11-30-2006,6
11-4-2006,1
11-5-2006,3
11-6-2006,1
11-7-2001,1
11-7-2006,2
11-8-2006,2
11-9-2006,5
12-1-2006,3
12-10-2005,1
12-10-2006,3
12-11-2005,1
12-11-2006,1
12-12-2006,3
12-13-2006,3
12-14-2006,4
12-15-2006,3
12-16-2005,2
12-16-2006,4
12-17-2006,4
12-18-2006,4
12-19-2006,3
12-2-2006,2
12-20-2005,1
12-20-2006,2
12-21-2006,2
12-22-2006,1
12-23-2005,3
12-23-2006,4
12-24-2005,2
12-24-2006,3
12-25-2005,1
12-25-2006,1
12-26-2006,1
12-27-2006,3
12-29-2006,4
12-3-2006,5
12-30-2005,3
12-30-2006,2
12-31-2005,5
12-31-2006,3
12-4-2006,6
12-5-2006,3
12-6-2005,1
12-7-2006,2
12-8-2006,2
12-9-2006,2
2-1-2006,4
2-10-2006,6
2-11-2006,6
2-12-2006,9
2-13-2006,2
2-14-2006,5
2-15-2006,3
2-16-2006,5
2-17-2006,3
2-19-2006,4
2-2-2006,3
2-20-2006,5
2-21-2006,9
2-22-2006,8
2-23-2006,1
2-24-2006,1
2-25-2006,3
2-26-2006,1
2-27-2006,8
2-28-2006,2
2-4-2006,5
2-5-2006,6
2-6-2006,5
2-7-2006,5
2-8-2006,5
2-9-2006,4
3-1-2006,8
3-10-2006,4
3-11-2006,2
3-12-2006,1
3-13-2006,4
3-15-2006,4
3-16-2006,2
3-17-2006,2
3-18-2006,1
3-19-2006,3
3-2-2005,1
3-2-2006,4
3-20-2006,5
3-21-2006,3
3-22-2006,3
3-23-2006,1
3-24-2006,3
3-25-2006,7
3-26-2006,3
3-28-2006,10
3-29-2006,2
3-3-2006,2
3-30-2006,5
3-31-2006,5
3-4-2006,6
3-5-2006,7
3-6-2006,5
3-7-2006,1
3-8-2006,4
3-9-2006,4
4-10-2006,4
4-11-2006,6
4-12-2006,4
4-13-2006,6
4-14-2006,2
4-15-2006,8
4-16-2006,2
4-17-2006,2
4-18-2006,3
4-19-2006,4
4-2-1993,1
4-2-2006,4
4-20-2006,2
4-21-2006,2
4-22-2006,1
4-23-2006,2
4-24-2006,3
4-25-2006,3
4-27-2006,5
4-28-2006,3
4-29-2006,4
4-3-2006,3
4-31-2006,1
4-4-2006,2
4-5-2006,1
4-6-2006,2
4-8-2006,1
4-9-2006,1
5-1-2006,2
5-1-2006,1
5-10-2006,6
5-11-2006,4
5-12-2006,1
5-13-2006,5
5-14-2006,4
5-15-2006,5
