DATE,HOMICIDIOS_MUJERES
7-1-2015,1
7-1-2016,14
7-10-2016,5
7-11-2013,1
7-11-2016,8
7-12-2016,3
7-13-2016,8
7-14-2016,9
7-15-2016,7
7-16-2016,6
7-17-2016,7
7-18-2016,7
7-19-2016,6
7-2-2016,5
7-20-2016,9
7-21-2016,9
7-22-2016,4
7-23-2016,8
7-24-2016,7
7-25-2016,4
7-26-2016,2
7-27-2016,7
7-28-2010,1
7-28-2016,5
7-29-2016,6
7-3-2016,15
7-30-2016,9
7-31-2016,10
7-4-2016,8
7-5-2016,8
7-6-2016,7
7-7-2015,1
7-7-2016,6
7-8-2014,1
7-8-2016,4
7-9-2016,20
8-1-2016,11
8-1-2016,1
8-10-2016,5
8-11-2016,5
8-12-2016,6
8-13-2016,5
8-14-2016,13
8-15-2016,7
8-16-2016,7
8-17-2016,6
8-18-2015,1
8-18-2016,8
8-19-2016,8
8-2-2016,11
8-20-2016,6
8-21-2016,9
8-22-2016,6
8-23-2016,8
8-24-2016,10
8-25-2016,11
8-26-2015,1
8-26-2016,5
8-27-2016,13
8-28-2016,5
8-29-2016,12
8-3-2016,5
8-30-2016,3
8-31-2016,7
8-4-2016,4
8-5-2016,12
8-6-2016,15
8-7-2016,6
8-8-2016,8
8-9-2016,4
9-1-2016,6
9-1-2016,1
9-10-2016,6
9-11-2016,8
9-12-2016,5
9-13-2016,8
9-14-1970,1
9-14-2016,5
9-15-2016,21
9-16-2016,9
9-17-2016,9
9-18-2016,9
9-19-2016,10
9-2-2016,8
9-20-2016,7
9-21-2016,3
9-22-2016,10
9-23-2016,6
9-24-2016,5
9-25-2016,16
9-26-2016,10
9-27-2016,8
9-28-2016,4
9-29-2016,12
9-3-2016,6
9-30-2016,16
9-4-2016,3
9-5-2013,1
9-5-2016,6
9-6-2016,6
9-7-2016,7
9-8-2016,10
9-9-2016,8
