DATE,HOMICIDIOS_MUJERES
7-31-2001,2
7-4-2001,5
7-5-2001,3
7-6-2001,3
7-7-2001,4
7-8-2001,7
7-9-2001,6
8-1-2001,1
8-1-2001,6
8-10-2001,7
8-11-2001,4
8-12-2001,8
8-13-2001,1
8-14-2001,1
8-15-2001,4
8-16-2001,1
8-17-2001,6
8-18-2001,6
8-19-2001,7
8-2-2001,3
8-20-2001,2
8-21-2001,4
8-22-2001,6
8-23-2001,3
8-24-2001,2
8-25-2001,1
8-26-2001,4
8-27-1999,1
8-27-2001,4
8-28-2001,4
8-29-2001,2
8-3-2001,7
8-30-2001,1
8-31-2001,1
8-4-2001,8
8-5-2001,3
8-6-2001,4
8-7-2001,3
8-8-2001,5
9-1-2000,1
9-1-2001,2
9-10-2001,1
9-11-2001,3
9-12-2001,4
9-13-2001,2
9-14-2001,2
9-15-2001,3
9-16-2001,5
9-17-2001,1
9-18-2001,1
9-19-2001,4
9-2-2001,6
9-20-2001,1
9-21-2001,1
9-22-2001,3
9-23-2001,3
9-24-2001,4
9-25-2001,3
9-26-2000,2
9-26-2001,3
9-28-2001,7
9-29-2001,5
9-3-2001,5
9-30-2001,6
9-4-2000,1
9-4-2001,1
9-5-2001,4
9-6-2000,1
9-6-2001,3
9-7-2001,4
9-8-2001,6
9-9-2001,3
