DATE,HOMICIDIOS_MUJERES
1-1-2013,1
1-1-2014,1
1-1-2014,17
1-1-2014,16
1-1-2022,13
1-10-2014,4
1-11-2014,3
1-12-2014,4
1-13-2014,9
1-14-2014,3
1-15-2013,1
1-15-2014,4
1-16-2014,5
1-17-2014,4
1-18-2013,1
1-18-2014,8
1-19-2014,3
1-2-2014,10
1-20-2014,9
1-21-2012,1
1-21-2014,3
1-22-2014,8
1-23-2014,5
1-24-2013,1
1-24-2014,8
1-25-2014,8
1-26-2014,4
1-27-2014,9
1-28-2014,3
1-29-2014,5
1-3-2014,8
1-30-2014,4
1-31-2014,2
1-4-2014,2
1-5-2014,2
1-6-2014,5
1-7-2014,9
1-8-2014,9
1-9-2014,6
10-1-2014,8
10-10-2014,3
10-11-2014,5
10-12-2014,7
10-13-2014,7
10-14-2014,2
10-15-2014,7
10-16-2014,4
10-17-2012,1
10-17-2014,4
10-18-2013,1
10-18-2014,4
10-19-2014,6
10-2-2014,8
10-20-2013,2
10-20-2014,4
10-21-2014,5
10-22-2014,3
10-23-2013,1
10-23-2014,2
10-24-2014,4
10-25-2011,1
10-25-2013,1
10-25-2014,3
10-26-2014,6
10-27-2014,5
10-28-2013,5
10-28-2014,1
10-29-2013,1
10-29-2014,14
10-3-2014,10
10-30-2014,8
10-31-2014,9
10-4-2014,10
10-5-2012,1
10-5-2014,10
10-6-2013,1
10-6-2014,8
10-7-2014,10
10-8-2014,4
10-9-2014,3
11-1-2013,1
11-1-2014,4
11-1-2014,1
11-10-2014,1
11-11-2014,2
11-12-2013,1
11-12-2014,5
11-13-2013,1
11-13-2014,4
11-14-2014,2
11-15-2014,7
11-16-2013,1
11-16-2014,3
11-17-2014,4
11-18-2014,4
11-19-2014,6
11-2-2014,8
11-20-2013,1
11-20-2014,5
11-21-2014,5
11-22-2014,6
11-23-2012,1
11-23-2014,7
11-24-2014,6
11-25-2014,6
11-26-2013,1
11-26-2014,5
11-27-2013,1
11-27-2014,8
11-28-2013,1
11-28-2014,6
11-29-2013,1
11-29-2014,3
11-3-2014,6
11-30-2014,6
11-4-2013,2
11-4-2014,5
11-5-2014,3
11-6-2013,1
11-6-2014,4
11-7-2013,1
11-7-2014,6
11-8-2013,1
11-8-2014,4
11-9-2014,4
12-1-2013,1
12-1-2014,5
12-1-2014,2
12-10-2013,3
12-10-2014,2
12-11-2014,3
12-12-2013,1
12-12-2014,1
12-13-2013,2
12-13-2014,8
12-14-2013,1
12-14-2014,5
12-15-2013,1
12-15-2014,4
12-16-2013,1
12-16-2014,6
12-17-2013,1
12-17-2014,7
12-18-2014,7
12-19-2013,1
12-19-2014,1
12-2-2014,5
12-20-2013,1
12-20-2014,4
12-21-2014,4
12-22-2013,1
12-22-2014,6
12-23-2013,1
12-23-2014,13
12-24-2014,3
12-25-2014,9
12-26-2013,2
12-26-2014,7
12-27-2014,9
12-28-2013,5
12-28-2014,3
12-29-2014,3
12-3-2012,1
12-3-2014,2
12-30-2013,4
12-30-2014,5
12-31-2013,4
12-31-2014,1
12-4-2014,9
12-5-2014,6
12-6-2014,7
12-7-2014,2
12-8-2011,1
12-8-2014,9
12-9-2009,1
12-9-2014,9
2-1-2014,8
2-10-2014,5
2-11-2014,6
2-12-2014,10
2-13-2013,1
2-13-2014,7
2-14-2014,9
2-15-2014,8
2-16-2014,11
2-17-2013,1
2-17-2014,4
2-18-2014,5
2-19-2014,5
2-2-2014,8
2-20-2014,5
2-21-2014,6
2-22-2014,2
2-23-2014,7
2-24-2014,8
2-25-2014,10
2-26-2014,4
2-27-2014,8
2-28-2014,7
2-3-2014,7
2-4-2014,2
2-5-2014,3
2-6-2014,6
2-7-2013,1
2-7-2014,8
2-8-2014,5
2-9-2014,6
3-1-2013,1
3-1-2014,1
3-1-2014,4
3-10-2014,10
3-11-2014,4
3-12-2014,7
3-13-2014,5
3-14-2014,5
3-15-2014,9
3-16-2013,1
3-16-2014,6
3-17-2014,3
3-18-2014,6
