DATE,HOMICIDIOS_MUJERES
4-4-2006,1
4-4-2009,3
4-5-2009,11
4-6-2009,1
4-7-2000,1
4-7-2009,3
4-8-2009,4
4-9-2009,5
5-1-2009,4
5-10-2009,6
5-11-2009,5
5-12-2009,2
5-13-2009,8
5-14-1994,1
5-14-2009,13
5-15-2009,4
5-16-2009,5
5-17-2009,1
5-18-2009,6
5-19-2009,2
5-2-2009,16
5-20-2009,3
5-21-2009,3
5-22-2009,5
5-23-2009,3
5-24-2009,8
5-25-2009,5
5-26-2009,2
5-27-2009,4
5-28-2009,1
5-29-2009,4
5-3-2009,4
5-30-2009,4
5-31-2009,8
5-4-2009,2
5-5-2009,5
5-6-2009,2
5-7-2009,5
5-8-2009,2
5-9-2009,6
6-1-2009,5
6-10-2009,2
6-11-2009,5
6-12-2009,5
6-13-2009,2
6-14-2009,3
6-15-2009,2
6-16-2009,3
6-17-2009,10
6-18-2009,3
6-19-2009,5
6-2-2009,8
6-20-2009,6
6-21-2009,3
6-22-2009,3
6-23-2008,1
6-23-2009,2
6-24-2009,3
6-25-2009,6
6-26-2009,7
6-27-2009,8
6-28-2009,6
6-29-2009,10
6-3-2009,6
6-30-2009,3
6-4-2009,13
6-5-2009,5
6-6-2009,9
6-7-2009,3
6-8-2009,7
6-9-2009,4
7-1-2009,3
7-1-2009,1
7-10-2009,6
7-11-2009,1
7-12-2009,7
7-13-2009,6
7-14-2009,6
7-15-2009,7
7-16-2009,6
7-17-2009,8
7-18-2009,5
7-19-2009,3
7-2-2009,9
7-20-2009,2
7-21-2009,3
7-22-2009,5
7-23-2009,3
7-24-2009,7
7-25-2009,2
7-26-2009,3
7-27-2009,1
7-28-2009,5
7-29-2009,6
7-3-2009,2
7-30-2009,1
7-31-2009,6
7-4-2009,1
7-5-2009,10
7-6-2009,2
7-7-2009,6
7-8-2009,2
7-9-2009,5
8-1-2009,9
8-1-2009,1
8-10-2009,3
8-11-2009,8
8-12-2009,4
8-13-2009,3
8-14-2009,5
8-15-2009,6
8-16-2009,9
8-17-2009,4
8-18-2006,1
8-18-2009,3
8-19-2009,3
8-2-2009,7
8-20-2009,3
8-21-2009,3
8-22-2009,9
8-23-2009,14
8-24-2009,4
8-25-2009,6
8-26-2009,5
8-27-2008,1
8-27-2009,5
8-28-2008,2
8-28-2009,4
8-29-2009,6
8-3-2009,11
8-30-2008,1
8-30-2009,7
8-31-2009,8
8-4-2009,2
8-5-2009,4
8-6-2009,3
8-7-2009,9
8-8-2009,4
8-9-2009,6
9-1-2009,5
9-10-2009,3
9-11-2009,5
9-12-2009,4
9-13-2009,13
9-14-2009,6
9-15-2009,3
9-16-2009,5
9-17-2009,6
9-18-2009,3
9-19-2009,4
9-2-2009,3
9-20-2009,8
9-21-2009,6
9-22-2009,6
9-23-2009,6
9-24-2009,11
9-25-2009,7
9-26-2009,8
9-27-2008,2
9-27-2009,4
9-28-2009,2
9-29-2009,8
9-3-2009,6
9-30-2009,10
9-4-2009,2
9-5-2009,8
9-6-2009,4
9-7-2009,5
9-8-2009,2
9-9-2009,1
