DATE,HOMICIDIOS_MUJERES
5-24-2011,1
5-24-2012,3
5-25-2012,8
5-26-2012,12
5-27-2012,8
5-28-2012,6
5-29-2012,9
5-3-2012,6
5-30-2012,15
5-31-2012,9
5-4-2012,9
5-5-2012,6
5-6-2012,5
5-7-2012,12
5-8-2012,5
5-9-2012,5
6-1-2012,3
6-10-2011,3
6-10-2012,14
6-11-2012,9
6-12-2012,7
6-13-2012,6
6-14-2011,1
6-14-2012,1
6-15-2012,2
6-16-2012,9
6-17-2012,7
6-18-2012,5
6-19-2012,9
6-2-2012,7
6-20-2008,1
6-20-2011,1
6-20-2012,9
6-21-2012,5
6-22-2012,2
6-23-2012,10
6-24-2011,2
6-24-2012,10
6-25-2012,9
6-26-2011,1
6-26-2012,4
6-27-2012,8
6-28-2012,2
6-29-2012,7
6-3-2012,15
6-30-2012,8
6-4-2012,13
6-5-2012,13
6-6-2012,1
6-7-2012,12
6-8-2012,5
6-9-2012,10
7-1-2011,1
7-1-2012,5
7-10-2012,5
7-11-2012,11
7-12-2011,1
7-12-2012,9
7-13-2012,6
7-14-2012,9
7-15-2012,4
7-16-2012,9
7-17-2012,9
7-18-2012,9
7-19-2012,2
7-2-2011,1
7-2-2012,7
7-20-2012,9
7-21-2011,1
7-21-2012,3
7-22-2012,7
7-23-2012,2
7-24-2012,7
7-25-2010,1
7-25-2012,4
7-26-2012,13
7-27-2012,11
7-28-2012,5
7-29-2011,1
7-29-2012,10
7-3-2012,7
7-30-2012,7
7-31-2012,5
7-4-2012,4
7-5-2012,5
7-6-2012,7
7-7-2012,8
7-8-2012,6
7-9-2011,1
7-9-2012,9
8-1-2012,4
8-1-2012,2
8-10-2012,4
8-11-2012,9
8-12-2012,9
8-13-2012,6
8-14-2012,5
8-15-2012,8
8-16-2012,10
8-17-2012,6
8-18-2011,1
8-18-2012,11
8-19-2012,7
8-2-2012,6
8-20-2012,16
8-21-2012,10
8-22-2012,6
8-23-2012,12
8-24-2011,1
8-24-2012,5
8-25-2012,6
8-26-2012,7
8-27-2012,9
8-28-2009,1
8-28-2012,9
8-29-2012,8
8-3-2011,1
8-3-2012,7
8-30-2012,9
8-31-2012,4
8-4-2012,8
8-5-2012,4
8-6-2012,7
8-7-2012,7
8-8-2012,11
8-9-2012,16
9-1-2012,9
9-10-2012,6
9-11-2012,11
9-12-2012,6
9-13-2012,11
9-14-2011,1
9-14-2012,11
9-15-2012,7
9-16-2010,1
9-16-2012,12
9-17-2012,7
9-18-2012,10
9-19-2012,4
9-2-2012,9
9-20-2012,5
9-21-2012,9
9-22-2011,1
9-22-2012,8
9-23-2011,1
9-23-2012,6
9-24-2012,5
9-25-2009,1
9-25-2012,3
9-26-2012,11
9-27-2012,6
9-28-2011,1
9-28-2012,2
9-29-2012,14
9-3-2012,11
9-30-2011,1
9-30-2012,8
9-4-2012,4
9-5-2012,8
9-6-2012,8
9-7-2012,12
9-8-2012,5
9-9-2012,12
