DATE,HOMICIDIOS_MUJERES
8-16-2010,9
8-17-2009,1
8-17-2010,8
8-18-2010,7
8-19-2009,1
8-19-2010,10
8-2-2010,10
8-20-2010,2
8-21-2010,6
8-22-2010,6
8-23-2009,1
8-23-2010,7
8-24-2010,12
8-25-2010,6
8-26-2010,14
8-27-2010,5
8-28-2010,3
8-29-2010,9
8-3-2010,8
8-30-2010,6
8-31-2010,19
8-4-2010,4
8-5-2010,8
8-6-2010,7
8-7-2010,6
8-8-2010,10
8-9-2009,1
8-9-2010,2
9-1-2008,1
9-1-2010,8
9-10-2010,12
9-11-2010,5
9-12-2010,11
9-13-2010,10
9-14-2009,1
9-14-2010,9
9-15-2010,4
9-16-2010,6
9-17-2010,9
9-18-2010,8
9-19-2010,6
9-2-2010,11
9-20-2010,2
9-21-2010,5
9-22-2010,5
9-23-2010,5
9-24-2010,3
9-25-2010,11
9-26-2009,1
9-26-2010,10
9-27-2009,1
9-27-2010,6
9-28-2010,4
9-29-2009,1
9-29-2010,6
9-3-2010,8
9-30-2010,6
9-4-2010,5
9-5-2010,4
9-6-2010,8
9-7-2010,6
9-8-2010,7
9-9-2010,13
