DATE,HOMICIDIOS_MUJERES
12-8-2021,4
12-9-2020,1
12-9-2021,6
2-1-2021,1
2-1-2021,8
2-10-2018,1
2-10-2021,10
2-11-2021,13
2-12-2021,11
2-13-2021,10
2-14-2021,10
2-15-2021,10
2-16-2021,5
2-17-2021,7
2-18-2021,10
2-19-2021,7
2-2-2020,1
2-2-2021,12
2-20-2020,1
2-20-2021,12
2-21-2021,18
2-22-2021,5
2-23-2020,2
2-23-2021,10
2-24-2021,15
2-25-2021,8
2-26-2020,1
2-26-2021,12
2-27-2021,15
2-28-2021,11
2-29-2020,1
2-3-2021,16
2-4-2021,7
2-5-2021,14
2-6-2021,11
2-7-2021,9
2-8-2021,10
2-9-2021,6
3-1-2020,1
3-1-2021,15
3-10-2017,1
3-10-2021,11
3-11-2021,11
3-12-2021,17
3-13-2016,1
3-13-2021,8
3-14-2016,1
3-14-2021,11
3-15-2021,17
3-16-2021,8
3-17-2021,8
3-18-2021,14
3-19-2021,14
3-2-2021,13
3-20-2021,10
3-21-2021,12
3-22-2021,22
3-23-2021,18
3-24-2021,12
3-25-2010,1
3-25-2021,13
3-26-2021,11
3-27-2021,10
3-28-2021,18
3-29-2021,11
3-3-2018,1
3-3-2021,10
3-30-2021,7
3-31-2019,2
3-31-2020,1
3-31-2021,9
3-4-2021,10
3-5-2021,6
3-6-2021,12
3-7-2021,14
3-8-2021,12
3-9-2021,8
4-1-2021,12
4-10-2021,18
4-11-2020,1
4-11-2021,17
4-12-2020,1
4-12-2021,14
4-13-2021,6
4-14-2020,1
4-14-2021,9
4-15-2021,10
4-16-2019,1
4-16-2021,5
4-17-2021,5
4-18-2021,8
4-19-2021,9
4-2-2021,13
4-20-2021,7
4-21-2021,14
4-22-2021,8
4-23-2021,12
4-24-2021,11
4-25-2021,13
4-26-2021,8
4-27-2021,14
4-28-2021,12
4-29-2021,15
4-3-2021,16
4-30-2020,2
4-30-2021,12
4-4-2021,11
4-5-2021,8
4-6-2021,7
4-7-2021,8
4-8-2021,7
4-9-2021,10
5-1-2021,2
5-1-2021,17
5-10-2021,7
5-11-2021,11
5-12-2020,1
5-12-2021,8
5-13-2021,10
5-14-2021,13
5-15-2021,8
5-16-2021,20
5-17-2021,14
5-18-2021,5
5-19-2021,13
5-2-2021,8
5-20-2020,1
5-20-2021,12
5-21-2020,1
5-21-2021,12
5-22-2021,13
5-23-2021,20
5-24-2021,8
5-25-2021,10
5-26-2018,1
5-26-2021,9
5-27-2021,17
5-28-2021,17
5-29-2021,5
5-3-2016,1
5-3-2021,8
5-30-2020,1
5-30-2021,17
5-31-2021,12
5-4-2021,9
5-5-2021,7
5-6-2021,19
5-7-2021,18
5-8-2021,15
5-9-2021,15
6-1-2019,1
6-1-2019,1
6-1-2021,7
6-10-2021,12
6-11-2021,13
6-12-2021,12
6-13-2021,10
6-14-2021,7
6-15-2017,1
6-15-2019,1
6-15-2021,7
6-16-2021,13
6-17-2021,4
6-18-2017,1
6-18-2021,10
6-19-2019,1
6-19-2021,17
6-2-2021,9
6-20-2021,12
6-21-2021,12
6-22-2021,4
6-23-2021,12
6-24-2020,2
6-24-2021,6
6-25-2021,6
6-26-2021,10
6-27-2021,9
6-28-2020,1
6-28-2021,14
6-29-2021,4
6-3-2017,1
6-3-2021,11
6-30-2019,1
6-30-2021,10
6-4-2021,8
6-5-2021,12
6-6-2021,6
6-7-2019,1
6-7-2021,9
6-8-2020,1
6-8-2021,18
6-9-2021,7
7-1-2020,1
7-1-2021,11
7-1-2021,1
7-10-2021,11
7-11-2021,14
7-12-2021,8
7-13-2021,12
7-14-2020,1
7-14-2021,10
7-15-2021,12
7-16-2020,1
7-16-2021,8
7-17-2020,1
7-17-2021,6
7-18-2021,11
7-19-2021,16
7-2-2021,6
7-20-2020,2
7-20-2021,13
7-21-2021,11
7-22-2021,6
7-23-2021,11
7-24-2021,8
7-25-2019,1
7-25-2021,7
7-26-2021,8
7-27-2021,12
7-28-2021,9
7-29-2021,6
7-3-2021,11
7-30-2021,9
7-31-2021,7
7-4-2021,14
7-5-2021,14
7-6-2021,10
7-7-2017,1
7-7-2020,1
7-7-2021,13
7-8-2021,13
7-9-2021,11
8-1-2020,1
8-1-2020,1
8-1-2021,1
8-1-2021,13
8-10-2019,1
8-10-2021,5
8-11-2021,9
8-12-2021,13
8-13-2021,6
8-14-2021,14
8-15-2019,1
8-15-2020,2
8-15-2021,8
8-16-2021,12
8-17-2020,1
8-17-2021,10
8-18-2021,9
8-19-2021,8
8-2-2021,14
8-20-2021,15
8-21-2021,15
8-22-2021,21
8-23-2021,6
8-24-2021,6
8-25-2021,10
8-26-2021,10
8-27-2020,1
8-27-2021,11
8-28-2020,1
8-28-2021,14
8-29-2021,14
8-3-2021,13
8-30-2021,8
8-31-2021,6
8-4-2020,2
8-4-2021,20
8-5-2021,8
8-6-2018,1
8-6-2020,1
8-6-2021,14
8-7-2020,1
8-7-2021,14
8-8-2021,14
8-9-2021,12
9-1-2021,3
9-1-2021,8
9-10-2021,11
9-11-2021,3
9-12-2021,15
9-13-2021,6
9-14-2018,1
9-14-2021,11
9-15-2021,9
9-16-2021,7
9-17-2020,1
9-17-2021,9
9-18-2021,7
9-19-2020,1
9-19-2021,12
9-2-2021,10
9-20-2021,10
9-21-2021,7
9-22-2021,8
9-23-2021,16
9-24-2021,12
9-25-2020,1
9-25-2021,12
9-26-2021,10
9-27-2019,1
9-27-2020,2
9-27-2021,9
9-28-2021,11
9-29-2021,10
9-3-2021,3
9-30-2019,1
9-30-2021,11
9-4-2021,13
9-5-2021,13
9-6-2021,8
9-7-2021,8
9-8-2020,1
9-8-2021,11
9-9-2021,14
