DATE,HOMICIDIOS_MUJERES
4-5-2007,1
4-5-2015,5
4-6-2013,1
4-6-2015,6
4-7-2015,2
4-8-2015,8
4-9-2015,7
5-1-2015,8
5-10-2015,6
5-11-2015,8
5-12-2015,6
5-13-2011,1
5-13-2015,4
5-14-2015,4
5-15-2015,2
5-16-2014,1
5-16-2015,7
5-17-2014,1
5-17-2015,4
5-18-2015,9
5-19-2015,8
5-2-2010,1
5-2-2015,6
5-20-2015,2
5-21-2007,1
5-21-2015,7
5-22-2014,1
5-22-2015,3
5-23-2015,7
5-24-2015,11
5-25-2015,2
5-26-2015,2
5-27-2015,2
5-28-2015,9
5-29-2015,2
5-3-2015,3
5-30-2015,6
5-31-2015,11
5-4-2015,7
5-5-2015,12
5-6-2015,5
5-7-2015,7
5-8-2015,5
5-9-2015,6
6-1-2015,2
6-1-2015,3
6-10-2015,7
6-11-2015,6
6-12-2015,8
6-13-2015,8
6-14-2014,1
6-14-2015,6
6-15-2015,6
6-16-2015,5
6-17-2015,4
6-18-2015,6
6-19-2015,5
6-2-2015,1
6-20-2015,10
6-21-2015,2
6-22-2015,8
6-23-2015,5
6-24-2015,2
6-25-2014,1
6-25-2015,4
6-26-2015,7
6-27-2015,7
6-28-2015,9
6-29-2015,4
6-3-2015,7
6-30-2015,4
6-4-2015,8
6-5-2015,5
6-6-2015,7
6-7-2015,6
6-8-2015,3
6-9-2015,2
7-1-2015,2
7-1-2015,9
7-10-2015,6
7-11-2015,6
7-12-2015,6
7-13-2015,9
7-14-2011,1
7-14-2015,8
7-15-2014,1
7-15-2015,2
7-16-2015,4
7-17-2013,1
7-17-2015,6
7-18-2015,7
7-19-2015,4
7-2-2015,6
7-20-2015,4
7-21-2015,4
7-22-2015,3
7-23-2015,3
7-24-2015,5
7-25-2015,6
7-26-2013,1
7-26-2015,10
7-27-2015,9
7-28-2015,3
7-29-2015,5
7-3-2015,1
7-30-2015,8
7-31-2015,8
7-4-2015,4
7-5-2015,14
7-6-2015,14
7-7-2015,4
7-8-2015,7
7-9-2015,7
8-1-2015,2
8-1-2015,3
8-10-2015,6
8-11-2015,4
8-12-2015,17
8-13-2015,7
8-14-2015,5
8-15-2014,1
8-15-2015,6
8-16-2015,5
8-17-2015,4
8-18-2015,6
8-19-2015,7
8-2-2015,12
8-20-2015,10
8-21-2014,1
8-21-2015,6
8-22-2013,1
8-22-2015,7
8-23-2015,6
8-24-2015,11
8-25-2015,5
8-26-2015,6
8-27-2013,1
8-27-2015,4
8-28-2014,1
8-28-2015,4
8-29-2015,1
8-3-2015,11
8-30-2012,1
8-30-2013,1
8-30-2015,7
8-31-2015,6
8-4-2015,9
8-5-2015,3
8-6-2015,3
8-7-2015,5
8-8-2015,8
8-9-2013,1
8-9-2015,4
9-1-2015,1
9-1-2015,15
9-10-2015,3
9-11-2015,10
9-12-2015,5
9-13-2015,8
9-14-2015,6
9-15-2015,6
9-16-2015,4
9-17-2015,6
9-18-2014,1
9-18-2015,9
9-19-2014,1
9-19-2015,7
9-2-2015,4
9-20-2015,8
9-21-2012,1
9-21-2015,4
9-22-2015,4
9-23-2015,2
9-24-2015,10
9-25-2015,6
9-26-2015,10
9-27-2015,4
9-28-2015,6
9-29-2014,1
9-29-2015,10
9-3-2013,1
9-3-2014,1
9-3-2015,4
9-30-2015,10
9-4-2015,5
9-5-2015,9
9-6-2010,1
9-6-2015,5
9-7-2015,8
9-8-2015,6
9-9-2015,10
