DATE,HOMICIDIOS_MUJERES
12-21-2008,10
12-22-2008,5
12-23-2007,1
12-23-2008,1
12-24-2008,2
12-25-2007,2
12-25-2008,5
12-26-2008,6
12-27-2007,2
12-27-2008,3
12-28-2008,6
12-29-2008,1
12-3-2008,2
12-30-2007,2
12-30-2008,3
12-31-2007,2
12-4-2008,6
12-5-2008,4
12-6-2008,7
12-7-2007,1
12-7-2008,6
12-8-2008,4
12-9-2008,6
2-1-2008,3
2-1-2008,6
2-10-2008,6
2-11-2008,3
2-12-2008,3
2-13-2008,2
2-14-2008,3
2-15-2008,2
2-16-2008,3
2-17-2008,3
2-18-2008,4
2-19-2008,1
2-2-2008,9
2-20-2008,2
2-21-2008,4
2-22-2008,2
2-23-2008,1
2-24-2008,1
2-25-2008,5
2-26-2008,1
2-27-2008,3
2-28-2008,1
2-29-2008,1
2-3-2008,6
2-4-2008,6
2-5-2008,2
2-6-2008,2
2-7-2007,1
2-7-2008,2
2-8-2008,4
2-9-2008,1
3-1-2008,2
3-10-2008,3
3-12-2008,6
3-13-2008,4
3-14-2007,1
3-14-2008,4
3-15-2008,1
3-16-2008,3
3-17-2008,5
3-18-2008,6
3-19-2008,2
3-2-2008,5
3-20-2008,3
3-21-2008,10
3-22-2008,3
3-24-2008,3
3-25-2008,2
3-26-2008,1
3-27-2007,1
3-27-2008,1
3-28-2008,3
3-29-2008,3
3-3-2008,4
3-30-2008,6
3-31-2008,2
3-4-2008,5
3-5-2008,6
3-6-2008,1
3-7-2008,3
3-8-2008,3
3-9-2003,1
3-9-2008,9
4-1-2008,2
4-1-2008,4
4-10-2008,4
4-11-2008,2
4-12-2008,2
4-13-2008,4
4-14-2008,4
4-15-2008,9
4-16-2008,2
4-17-2008,3
4-18-2008,3
4-19-2008,4
4-2-2008,7
4-20-2007,1
4-20-2008,7
4-21-2008,3
4-23-2008,2
4-24-2008,6
4-25-2008,4
4-26-2008,1
4-27-2008,2
4-29-2008,6
4-3-2008,2
4-30-2008,2
4-4-2008,4
4-5-2008,7
4-6-2008,3
4-7-2008,5
4-8-2008,2
4-9-2008,2
5-1-2008,2
5-10-2008,1
5-11-2008,1
5-12-2008,2
5-13-2008,4
5-14-2008,2
5-15-1997,1
5-16-2008,2
5-17-2008,7
5-18-2008,2
5-19-2008,4
5-2-2008,3
5-20-2008,5
5-21-2008,1
5-22-2008,2
5-23-2008,6
5-24-2008,2
5-25-2008,1
5-26-2008,4
5-27-2008,3
5-28-2008,3
5-29-2008,2
5-3-2008,6
5-30-2008,4
5-31-2008,5
5-4-2008,2
5-5-2008,7
5-6-2008,3
5-7-2008,4
5-8-2008,2
5-9-2008,2
6-1-2008,1
6-1-2008,5
6-10-2008,4
6-12-2008,5
6-13-2004,1
6-13-2008,3
6-14-2008,10
6-15-2008,4
6-16-2008,8
6-17-2008,3
6-18-2008,1
6-19-2008,7
6-2-2007,1
6-2-2008,4
6-20-2008,5
6-21-2008,2
6-22-2008,3
6-23-2008,2
6-24-2008,2
6-25-2008,5
6-26-2008,3
6-27-2008,3
6-28-2008,5
6-29-2008,10
6-3-2008,5
6-30-2008,5
6-4-2008,4
6-5-2008,2
6-6-2008,1
6-7-2008,3
6-8-2008,9
6-9-2008,3
7-1-2008,1
7-1-2008,1
7-10-2005,1
7-10-2008,1
7-11-2008,5
7-12-2008,1
7-13-2008,2
7-14-2008,7
7-15-2008,1
7-16-2008,5
7-17-2008,5
7-18-2008,7
7-19-2008,6
7-2-2008,5
7-20-2008,5
7-21-2008,3
7-22-2008,4
7-23-2008,4
7-24-2008,6
7-25-2008,2
7-26-2008,2
7-27-2008,5
7-28-2008,6
7-29-2008,7
7-3-2007,1
7-3-2008,2
7-30-2008,2
7-31-2007,1
7-31-2008,2
7-4-2008,5
7-5-2008,3
7-6-2008,4
7-7-2008,2
7-8-2008,4
7-9-2008,2
8-1-2008,1
8-10-2008,5
8-11-2008,6
8-12-2008,8
8-13-2008,4
8-14-2008,3
8-15-2008,4
8-16-2008,4
8-17-2008,2
8-18-2008,3
8-19-2008,3
8-2-2008,2
8-20-2008,4
8-21-2008,2
8-22-2008,4
8-23-2008,2
8-24-2008,2
8-25-2008,4
8-26-2008,1
8-27-2008,2
8-28-2008,5
8-29-2008,4
8-3-2008,4
8-30-2008,4
8-31-2008,2
8-4-2008,2
8-5-2008,1
8-6-2008,2
8-7-2008,2
8-8-2008,5
8-9-2008,6
9-1-2008,2
9-1-2008,4
9-10-2008,3
9-11-2008,3
9-12-2008,1
9-13-2008,7
9-14-2008,4
9-15-2008,6
9-16-2008,6
9-17-2007,1
9-17-2008,3
9-18-2008,2
9-19-2008,5
9-2-2008,3
9-20-2007,1
9-20-2008,6
9-21-2008,5
9-22-2008,5
9-23-2007,1
9-23-2008,9
9-24-2008,5
9-25-2008,3
9-26-2008,4
9-27-2008,4
9-28-2008,3
9-29-2008,3
9-3-2008,3
9-30-2008,3
9-4-2008,3
9-5-2008,5
9-6-2008,1
9-7-2008,5
9-8-2008,1
9-9-2008,3
